Id,Precinct,Violation,2007,2008,2009,2010,2011,2012,2013,2014,Max
9275,100,OTHER NYS TRANSPORTATION,1,0,1,3,1,1,0,6,1420
9276,100,OTHER TAX LAW,0,0,2,2,3,0,0,0,130
9277,100,OTHER TRAFFIC REGULATIONS,4,0,10,3,1,3,1,20,773
9278,100,OTHER VEHICLE TRAFFIC LAW,6,5,5,9,23,17,14,38,541
9279,100,RECKLESS DRIVING,34,38,34,51,45,28,71,22,862
9280,100,TRESPASS,155,91,58,47,25,32,83,32,1068
9281,100,UNINSURED VEHICLE,1,0,1,0,0,0,0,0,163
9282,100,UNREGISTERED VEHICLE,3,0,2,1,1,0,0,2,268
9283,100,URINATING IN PUBLIC,102,75,108,106,107,107,103,101,3477
9284,100,VENDOR: DISPLAY MERCHANDISE ON SIDEWALK,0,1,0,8,10,5,6,0,337
9285,100,VENDOR: UNLICENSED,1,4,0,20,35,12,19,0,638
9286,100,INDETERMINABLE,54,26,41,29,26,12,12,18,1503
9287,100,FAILURE TO COMPLY WITH SIGN,344,305,217,282,499,402,489,375,3756
9288,100,HIGHWAY USE TAX (NEW YORK STATE),0,0,0,0,0,2,0,0,91
9289,100,NOISE (UNREASONABLE),10,4,5,2,6,4,12,10,2681
9290,100,OTHER PENAL LAW,0,0,0,4,2,2,0,1,288
9291,100,PARK REGULATIONS(LITTERING/POLLUTING/DUMPING/UNATTENDED PROPERTY),28,100,65,30,32,9,3,5,1061
9292,100,SALE/PURCHASE/USE OF ALCOHOL BY MINOR,206,129,150,71,107,170,88,23,305
9293,100,SPITTING IN PUBLIC,19,7,4,11,11,15,10,22,337
9294,100,UNLICENSED OPERATOR,0,0,1,0,0,0,0,1,41
9295,100,BICYCLE INFRACTION (COMMERCIAL),0,0,0,0,2,0,1,0,3180
9296,100,DOING BUS WITH OTHER NAME,0,0,1,2,0,0,0,0,24
9297,100,IMPROPER PLATES,0,0,0,0,0,0,1,0,65
9298,100,"KNIFE, ANY IN PUBLIC VIEW",14,7,7,9,5,3,3,3,342
9299,100,DISORDERLY PREMISE LICENSED TO SELL ALCOHOL,1,0,0,0,0,0,1,0,35
9300,100,FAIL TO COMPLY WITH TAXI LIMOUSINE COMMISSION REGULATIONS,3,2,4,23,4,0,1,23,683
9301,100,UNINSURED VEHICLES FOR HIRE,0,1,1,0,0,0,1,0,164
9302,100,OTHER PARK REGULATIONS,7,3,11,10,16,16,16,16,536
9303,100,ACCEPT ON HAIL,47,50,33,176,103,24,37,90,694
9304,100,OTHER TRANSIT REGULATIONS,0,5,5,3,0,0,0,0,145
9305,100,UNDERAGE DRINKING,17,4,8,13,50,47,31,13,484
9306,100,NO TRIP SHEET,4,2,0,0,0,0,2,3,177
9307,100,POSSESSION OF KNIFE,5,0,0,1,2,1,2,0,67
9308,100,REVOKED REGISTRATION,9,2,7,6,5,2,2,63,139
9309,100,INVALID PROOF OF INSURANCE,1,0,0,0,0,0,0,0,32
9310,100,NO SECURITY GUARD LICENSE,0,0,0,0,2,1,2,0,66
9311,100,NOISE (DEVICE),4,3,6,2,0,1,2,2,376
9312,100,OTHER TAXI LIMOUSINE COMMISSION,0,2,0,0,1,1,0,4,279
9313,100,SALE OF ALCOHOL TO A MINOR,1,0,0,7,4,0,3,0,69
9314,100,SOUND REPRODUCTION DEVICE-NO PERMIT,2,0,0,0,1,0,0,0,51
9315,100,VEHICLE IN PARK,2,0,4,1,9,3,3,2,623
9316,100,HARASSMENT 2,1,4,0,1,0,0,0,2,53
9317,100,NOISE (HORN/ALARM),1,1,2,1,2,0,4,3,121
9318,100,DISORDERLY PERSON IN PARK,0,1,0,6,2,0,2,6,104
9319,100,DOG: UNLEASHED,34,18,17,21,30,10,11,8,345
9320,100,DOG: UNLICENSED,14,6,4,5,5,5,2,3,272
9321,100,FAILURE TO SURRENDER LICENSE OR REGISTRATION,0,1,4,0,0,0,0,5,54
9322,100,OBSTRUCTED VIEW OF PREMISE,0,1,0,0,0,0,0,0,56
9323,100,OTHER ALCOHOL BEVERAGE CONTROL LAWS,5,1,5,14,13,0,8,1,293
9324,100,"UNAUTHORIZED SIGNS (TAXI, CAR SERVICE)",2,0,0,0,0,0,0,0,87
9325,100,UNLICENSED SALE OF ALCOHOL,0,0,0,1,0,0,0,0,100
9326,100,CONSUMPTION OF ALCOHOL IN VEHICLE,0,2,0,0,0,1,0,2,10
9327,100,BICYCLE ON SIDEWALK,158,56,78,48,150,77,76,2,2730
9328,100,BOX CUTTER,13,5,2,1,1,0,1,0,55
9329,100,LITTERNG,14,6,2,3,3,0,0,5,28
9330,100,OTHER NAVIGATION LAW,0,0,15,6,8,20,16,13,67
9331,100,SEX IN PARK,5,2,0,2,0,0,2,1,42
9332,100,VENDING: NO TAX STAMP,0,0,0,3,0,0,0,0,317
9333,100,FIREWORKS,3,4,0,7,6,9,0,3,72
9334,100,UNLICENSED VEHICLE FOR HIRE,100,82,49,201,114,32,21,97,705
9335,100,LOITERING (SEXUAL CONDUCT),2,0,0,0,0,0,0,0,6
9336,100,POSSESSION OF MACE,0,0,1,1,0,0,0,0,12
9337,100,URINATE/DEFICATE IN PARK,1,0,0,0,1,0,1,1,88
9338,100,NO PREGNANCY WARNING SIGN,0,0,0,0,2,0,0,0,31
9339,100,JAYWALKING,7,0,2,2,1,1,0,2,324
9340,100,VENDOR: (OTHER),0,0,0,4,7,2,8,0,1608
9341,100,LIMITED USE AUTOMOBILE REVOCATION OR SUSPENSION,2,1,0,1,0,0,0,1,263
9342,100,INSURANCE STAMP EXPIRED,0,0,0,0,2,0,1,0,44
9343,100,NO BUSINESS CERTIFICATE,0,0,5,19,3,0,4,0,89
9344,100,KEY IN IGNITION,25,1,7,7,8,12,16,27,558
9345,100,OTHER SANITARY CODE,0,0,0,0,0,0,2,0,27
9346,100,LEAVING THE SCENE OF AN ACCIDENT (PROPERTY DAMAGE),0,2,1,2,4,0,0,0,6
9347,100,IMPROPER STICKER,0,0,0,0,0,1,0,0,539
9348,100,PANHANDLING,1,0,1,4,33,12,4,4,284
9349,100,UNATTENDED VEHICLE (ENGINE RUNNING),0,0,0,0,0,0,1,1,24
9350,100,PICK-UP FARE IN BUS STOP,0,0,0,0,1,0,0,1,23
9351,100,VENDOR:RESTRICTIONS ON PLACMENT VEHICLE/PUSHCARTS,0,0,0,0,0,0,2,0,778
9352,100,DOG: FAILURE TO REMOVE CANINE WASTE,13,2,6,10,3,2,8,2,73
9353,100,"IMITATION PISTOL/AIR RIFLE, POSSESSION OF",2,1,2,2,0,0,2,1,16
9354,100,DOG: NO VACCINATION,12,6,2,1,1,1,0,0,250
9355,100,VENDOR: FAIL TO DISPLAY PERMIT,0,0,0,9,6,0,6,4,400
9356,100,PICK UP HAIL IN BUS STOP,2,1,1,0,1,0,0,3,271
9357,100,SMOKING IN TRAIN STATION,6,1,0,0,0,0,0,0,74
9358,100,VENDOR: FAIL TO DISPLAY PRICES,0,0,0,1,0,0,0,0,416
9359,100,OTHER ENVIRONMENTAL CONSERVATION LAW,0,0,0,7,0,0,8,0,14
9360,100,IDLING OF VEHICLE,3,1,0,2,0,1,1,4,216
9361,100,CONSUMPTION OF ALCOHOL IN PARK,27,202,117,67,59,15,1,1,538
9362,100,TOW:UNAUTHORIZED REMOVAL OF VEHICLE,0,0,0,0,0,0,0,1,14
9363,100,TOW TRUCK VIOLATIONS (OTHER),0,0,0,0,0,0,2,0,36
9364,100,NO SMOKING SIGNS NOT POSTED,0,0,0,0,1,0,0,0,162
9365,100,SMOKING IN ELEVATOR,5,0,0,0,2,0,1,0,217
9366,100,LOITERING (GAMBLING),0,3,0,1,0,3,0,1,473
9367,100,OPEN FIRE,9,0,14,0,5,0,3,0,33
9368,100,LOITERING (SCHOOL),4,2,0,0,0,0,0,0,143
9369,100,"FIREWORKS, POSSESS/USE",2,5,1,4,4,4,4,7,72
9370,100,FIRE WITHOUT PERMIT,6,2,1,1,14,6,9,1,73
9371,100,PROMOTING EXPOSURE,0,0,0,0,0,0,0,1,7
9372,100,DOG IN PARK,3,2,2,1,1,1,1,1,35
9373,100,VENDOR: OVERSIZE TABLE,0,0,0,1,0,0,0,0,96
9374,100,OPEN HYDRANT,0,0,0,1,0,1,1,0,12
9375,100,DUMPING,2,0,0,0,0,0,1,0,10
9376,100,CRUISING,0,0,1,1,0,0,0,0,9
9377,100,PRACTICE OF BARBERING WITHOUT A LICENSE,0,0,3,3,2,0,0,0,47
9378,100,FAILED TO DISPLAY BARBER LICENSE,0,0,3,4,4,0,1,0,45
9379,100,TOW:SOLICITING TOW AT SCENE OF ACCIDENT,0,0,0,1,0,0,0,0,29
9380,100,NO BARBERS LICENSE,0,0,2,4,1,0,0,0,45
9381,100,RIDING IN OTHER THAN PASSENGER COMPARTMENT,0,0,0,0,0,0,0,1,1
9383,101,CONSUMPTION OF ALCOHOL,1264,934,930,1234,1344,1521,1638,1492,6323
9384,101,CRUISING PROHIBITED - MEDALLION,3,1,21,17,3,1,4,2,184
9385,101,DEFECTIVE HEADLIGHT,0,0,0,0,0,0,0,1,31
9386,101,DISORDERLY CONDUCT,1524,1009,1115,1023,970,836,842,888,6537
9387,101,INADEQUATE MOTOR VEHICLE EQUIPMENT,0,0,0,0,0,0,0,2,335
9388,101,EXPOSURE OF PERSON,13,7,21,5,6,8,19,9,200
9389,101,FEDERAL MOTOR VEHICLE SAFETY REGULATIONS,0,0,15,0,0,0,24,0,3695
9390,101,LITTERING,173,155,124,143,208,196,150,157,1253
9391,101,"MARIJUANA, POSSESSION OF",80,46,46,70,78,85,68,77,1020
9392,101,NO CERTIFICATE OF AUTHORITY,0,0,1,2,3,1,0,0,530
9393,101,NO CHAUFFEURS LICENSE (CLASS E),14,3,23,14,10,2,17,14,285
9394,101,COMMERCIAL VEHICLES NO NAME OR ADDRESS DISPLAYED,0,0,4,0,0,0,6,18,375
9395,101,NO TAX STAMP,3,1,20,13,1,0,0,3,437
9396,101,OTHER ADMINISTRATIVE CODE,167,230,356,285,79,152,332,302,2214
9397,101,OTHER HEALTH CODE,50,22,18,17,11,3,42,25,905
9398,101,OTHER NYS TRANSPORTATION,8,22,16,51,13,12,14,45,1420
9399,101,OTHER TAX LAW,1,14,16,13,2,0,0,0,130
9400,101,OTHER TRAFFIC REGULATIONS,16,5,2,4,1,5,2,8,773
9401,101,OTHER VEHICLE TRAFFIC LAW,8,28,63,23,7,13,7,6,541
9402,101,OVERWEIGHT (VEHICLE),0,0,0,0,0,0,0,1,38
9403,101,PAVEMENT MARKING (DISOBEY),1,0,0,0,0,0,0,0,84
9404,101,RECKLESS DRIVING,116,25,27,27,22,29,37,28,862
9405,101,TRESPASS,61,102,69,99,128,115,102,59,1068
9406,101,UNINSPECTED VEHICLE,0,0,0,0,0,1,0,1,25
9407,101,UNINSURED VEHICLE,1,1,0,0,0,0,0,2,163
9408,101,UNREGISTERED VEHICLE,2,0,2,0,13,2,1,4,268
9409,101,URINATING IN PUBLIC,187,146,146,217,233,285,300,273,3477
9410,101,VENDOR: DISPLAY MERCHANDISE ON SIDEWALK,1,1,0,2,4,5,1,1,337
9411,101,VENDOR: UNLICENSED,9,11,24,71,39,35,12,2,638
9412,101,INDETERMINABLE,70,10,49,99,18,35,103,160,1503
9413,101,FAILURE TO COMPLY WITH SIGN,200,164,137,244,144,153,189,191,3756
9414,101,HIGHWAY USE TAX (NEW YORK STATE),0,0,0,0,0,1,0,0,91
9415,101,NOISE (UNREASONABLE),18,15,39,44,51,37,53,42,2681
9416,101,OTHER PENAL LAW,4,4,32,4,2,0,4,1,288
9417,101,PARK REGULATIONS(LITTERING/POLLUTING/DUMPING/UNATTENDED PROPERTY),31,10,13,12,8,19,7,6,1061
9418,101,SALE/PURCHASE/USE OF ALCOHOL BY MINOR,22,3,7,27,8,17,14,10,305
9419,101,SPITTING IN PUBLIC,90,90,76,82,75,71,72,48,337
9420,101,UNLICENSED OPERATOR,2,1,0,0,0,0,0,0,41
9421,101,BICYCLE INFRACTION (COMMERCIAL),1,0,2,0,2,2,0,0,3180
9422,101,DOING BUS WITH OTHER NAME,0,0,0,1,0,0,0,0,24
9423,101,IMPROPER PLATES,0,0,0,1,0,0,0,0,65
9424,101,"KNIFE, ANY IN PUBLIC VIEW",26,28,19,35,30,20,19,21,342
9425,101,DISORDERLY PREMISE LICENSED TO SELL ALCOHOL,10,1,0,1,1,0,0,0,35
9426,101,FAIL TO COMPLY WITH TAXI LIMOUSINE COMMISSION REGULATIONS,2,1,25,23,11,6,5,8,683
9427,101,UNINSURED VEHICLES FOR HIRE,0,0,2,0,2,0,0,0,164
9428,101,OTHER PARK REGULATIONS,12,10,15,18,17,66,25,43,536
9429,101,ACCEPT ON HAIL,81,13,35,74,19,29,114,183,694
9430,101,OTHER TRANSIT REGULATIONS,0,2,4,0,3,0,1,0,145
9431,101,UNDERAGE DRINKING,10,29,19,30,30,23,7,0,484
9432,101,MISUSE OF DEALER PLATES,0,2,3,0,0,0,0,0,3
9433,101,NO TRIP SHEET,0,0,1,1,0,2,8,13,177
9434,101,POSSESSION OF KNIFE,11,5,9,3,6,2,2,6,67
9435,101,REVOKED REGISTRATION,0,0,1,1,3,42,12,24,139
9436,101,UNAUTHORIZED POSTING,0,0,4,0,1,0,0,0,133
9437,101,NO SECURITY GUARD LICENSE,0,0,0,0,1,3,0,0,66
9438,101,NOISE (DEVICE),6,4,12,7,3,4,3,6,376
9439,101,OTHER TAXI LIMOUSINE COMMISSION,56,0,4,1,0,0,6,8,279
9440,101,SALE OF ALCOHOL TO A MINOR,2,0,0,4,8,2,4,0,69
9441,101,VEHICLE IN PARK,0,0,0,1,0,1,0,2,623
9442,101,HARASSMENT 2,0,0,1,5,1,1,1,3,53
9443,101,NOISE (HORN/ALARM),6,0,0,5,2,2,8,13,121
9444,101,DISORDERLY PERSON IN PARK,8,2,2,1,3,1,1,2,104
9445,101,DOG: UNLEASHED,15,12,15,32,65,57,95,72,345
9446,101,DOG: UNLICENSED,5,0,8,11,4,1,2,3,272
9447,101,FAILURE TO SURRENDER LICENSE OR REGISTRATION,0,0,0,0,0,1,0,0,54
9448,101,OBSTRUCTED VIEW OF PREMISE,3,0,0,0,2,1,4,2,56
9449,101,OTHER ALCOHOL BEVERAGE CONTROL LAWS,19,13,4,9,29,21,8,4,293
9450,101,"UNAUTHORIZED SIGNS (TAXI, CAR SERVICE)",0,1,0,0,0,1,0,0,87
9451,101,UNLICENSED SALE OF ALCOHOL,2,0,0,3,3,1,0,0,100
9452,101,CONSUMPTION OF ALCOHOL IN VEHICLE,0,0,3,0,0,0,0,0,10
9453,101,BICYCLE ON SIDEWALK,471,352,502,536,562,444,280,12,2730
9454,101,OTHER BUSINESS LAW,0,5,1,0,0,0,0,0,80
9455,101,UNLAWFULLY POSTING ADVERTISEMENTS,0,0,0,1,0,0,1,0,45
9456,101,BOX CUTTER,6,10,6,5,2,2,7,2,55
9457,101,LITTERNG,1,1,0,3,2,6,1,0,28
9458,101,SEX IN PARK,28,5,4,0,0,0,0,2,42
9459,101,VENDING: NO TAX STAMP,1,3,0,0,0,0,0,0,317
9460,101,FIREWORKS,12,2,9,13,25,11,1,2,72
9461,101,UNLICENSED VEHICLE FOR HIRE,135,52,115,197,44,26,44,174,705
9462,101,ILLEGAL BOTTLE CLUB,0,1,0,0,0,0,0,0,106
9463,101,LOITERING (SEXUAL CONDUCT),3,1,0,0,0,0,0,0,6
9464,101,POSSESSION OF MACE,0,2,0,0,0,4,1,3,12
9465,101,VENDING ON PARKING METER,0,0,0,0,0,0,1,0,274
9466,101,UNLICENSED CABARET,0,1,0,0,0,0,0,0,98
9467,101,URINATE/DEFICATE IN PARK,2,0,1,0,0,0,0,0,88
9468,101,BICYCLE (OTHER),9,2,1,0,0,0,0,0,29
9469,101,NO PREGNANCY WARNING SIGN,0,2,0,1,2,0,3,0,31
9470,101,JAYWALKING,1,0,0,2,0,0,0,17,324
9471,101,VENDOR: (OTHER),0,0,3,2,0,1,0,0,1608
9472,101,LIMITED USE AUTOMOBILE REVOCATION OR SUSPENSION,4,0,0,0,0,6,2,1,263
9473,101,INSURANCE STAMP EXPIRED,4,1,2,1,0,0,2,0,44
9474,101,NO BUSINESS CERTIFICATE,1,0,0,3,0,2,1,0,89
9475,101,KEY IN IGNITION,20,14,15,40,35,28,21,82,558
9476,101,LEAVING THE SCENE OF AN ACCIDENT (PROPERTY DAMAGE),1,0,2,0,0,0,0,0,6
9477,101,AFTER HOURS CONSUMPTION,3,1,0,0,2,0,0,0,203
9478,101,PANHANDLING,1,0,0,1,0,0,0,1,284
9479,101,UNATTENDED VEHICLE (ENGINE RUNNING),1,0,0,0,0,0,0,0,24
9480,101,PICK-UP FARE IN BUS STOP,4,1,0,2,0,1,0,1,23
9481,101,VENDOR:RESTRICTIONS ON PLACMENT VEHICLE/PUSHCARTS,0,0,0,0,2,2,1,2,778
9482,101,DOG: FAILURE TO REMOVE CANINE WASTE,0,8,4,6,6,17,16,13,73
9483,101,"IMITATION PISTOL/AIR RIFLE, POSSESSION OF",1,2,2,4,3,2,0,0,16
9484,101,DOG: NO VACCINATION,0,1,8,3,1,0,0,0,250
9485,101,VENDOR: FAIL TO DISPLAY PERMIT,0,0,0,1,2,1,4,1,400
9486,101,GRAFFITI,0,0,0,1,0,0,0,0,20
9487,101,PICK UP HAIL IN BUS STOP,17,0,1,1,1,2,36,44,271
9488,101,SMOKING IN TRAIN STATION,1,0,0,0,0,0,0,0,74
9489,101,LOITERING (MASKED/DISGUISE),0,0,1,0,0,0,0,0,13
9490,101,VENDOR: FAIL TO DISPLAY PRICES,0,0,0,1,2,2,0,0,416
9491,101,OTHER ENVIRONMENTAL CONSERVATION LAW,0,0,0,0,4,0,0,0,14
9492,101,IDLING OF VEHICLE,35,5,5,5,14,2,6,21,216
9493,101,CONSUMPTION OF ALCOHOL IN PARK,3,3,0,4,9,2,1,0,538
9494,101,TOW TRUCK VIOLATIONS (OTHER),0,0,0,0,0,0,1,0,36
9495,101,BIKE IN PARK,0,0,0,0,0,0,1,0,885
9496,101,OTHER AGRICULTURE & MARKETS LAW,0,0,0,0,0,0,0,1,10
9497,101,NO SMOKING SIGNS NOT POSTED,0,0,0,1,0,0,0,0,162
9498,101,SMOKING IN ELEVATOR,9,9,25,9,21,12,16,20,217
9499,101,UNAUTHORIZED RADIO,0,0,0,0,0,1,0,0,71
9500,101,LOITERING (GAMBLING),15,11,3,6,10,6,12,0,473
9501,101,IN PUBLIC UNDER DRUGS,0,0,1,0,0,0,0,1,5
9502,101,STOP SIGN,0,0,0,1,0,0,0,0,42
9503,101,OPEN FIRE,1,1,6,10,1,1,3,2,33
9504,101,LOITERING (SCHOOL),0,0,0,2,0,0,0,0,143
9505,101,"FIREWORKS, POSSESS/USE",3,6,7,2,6,5,11,11,72
9506,101,FIRE WITHOUT PERMIT,3,3,0,0,0,0,0,3,73
9507,101,FAIL TO YIELD FOR EMERGENCY VEHICLE,0,0,0,0,0,0,0,3,5
9508,101,PROMOTING EXPOSURE,1,0,1,0,0,1,0,0,7
9509,101,DOG IN PARK,0,0,0,0,1,1,0,2,35
9510,101,VENDOR: OVERSIZE TABLE,0,0,0,0,0,1,0,0,96
9511,101,PICK UP FROM BUS STOP,3,0,4,2,0,0,0,0,158
9512,101,BARE HAND CONTACT (FOOD),0,0,0,0,0,0,2,0,50
9513,101,OPEN HYDRANT,1,0,2,1,3,2,6,4,12
9514,101,SAFETY BELT (CHILD),0,0,0,1,0,0,0,0,4
9515,101,BICYCLE NO LIGHTS,4,0,0,0,0,0,0,0,25
9516,101,BICYCLE NO BELL,1,0,0,0,0,0,0,0,61
9517,101,DUMPING,0,0,0,0,0,1,0,0,10
9518,101,BICYCLE NO SAFETY HELMET,6,1,2,0,0,0,0,0,15
9519,101,CRUISING,0,0,1,0,0,0,0,2,9
9520,101,LOITERING (UNCLASSIFIED),4,0,0,0,0,0,0,0,14
9521,101,UNAUTHORIZED TAXI FOR HIRE,24,0,0,3,0,0,0,0,27
9522,101,MOTORCYCLE (OTHER),0,0,1,0,0,0,0,0,10
9523,101,PRACTICE OF BARBERING WITHOUT A LICENSE,1,3,0,5,3,0,11,3,47
9524,101,FAILED TO DISPLAY BARBER LICENSE,0,2,1,6,4,0,4,3,45
9525,101,UNLAWFUL PREVENTION OF PUBLIC ACCESS TO RECORDS,0,0,0,0,0,0,0,1,2
9526,101,NO STANDING (BUS STOP),0,0,0,1,0,0,0,0,23
9527,101,"RIFLE, SHOTGUN, AMMO SALE OR PURCHASE",3,0,1,0,0,0,0,1,4
9528,101,NO BARBERS LICENSE,3,2,0,5,0,2,2,8,45
9530,102,BROKEN WINDSHIELD,0,0,4,0,0,0,0,0,6
9531,102,CONSUMPTION OF ALCOHOL,521,1161,540,877,1445,881,1042,699,6323
9532,102,CRUISING PROHIBITED - MEDALLION,126,30,11,24,17,7,0,1,184
9533,102,DEFECTIVE BREAKLIGHT,1,0,4,0,1,0,0,0,59
9534,102,DEFECTIVE HEADLIGHT,0,0,2,0,0,0,0,0,31
9535,102,DISORDERLY CONDUCT,721,821,688,814,800,626,572,436,6537
9536,102,INADEQUATE MOTOR VEHICLE EQUIPMENT,2,0,23,0,0,0,0,0,335
9537,102,EXPOSURE OF PERSON,3,2,12,3,10,0,4,1,200
9538,102,FEDERAL MOTOR VEHICLE SAFETY REGULATIONS,0,86,868,4,12,19,0,19,3695
9539,102,LITTERING,54,57,40,36,59,25,41,23,1253
9540,102,"MARIJUANA, POSSESSION OF",33,38,28,24,53,97,90,75,1020
9541,102,NO CERTIFICATE OF AUTHORITY,131,19,3,0,0,0,0,0,530
9542,102,NO CHAUFFEURS LICENSE (CLASS E),0,0,0,0,0,0,0,1,285
9543,102,COMMERCIAL VEHICLES NO NAME OR ADDRESS DISPLAYED,0,2,56,3,5,5,0,6,375
9544,102,NO TAX STAMP,4,32,91,3,8,0,9,2,437
9545,102,OTHER ADMINISTRATIVE CODE,206,114,79,183,129,99,60,63,2214
9546,102,OTHER HEALTH CODE,4,3,14,9,6,15,11,5,905
9547,102,OTHER NYS TRANSPORTATION,131,87,40,152,9,5,3,1,1420
9548,102,OTHER TAX LAW,2,1,12,0,0,0,0,0,130
9549,102,OTHER TRAFFIC REGULATIONS,3,7,27,4,7,5,8,21,773
9550,102,OTHER VEHICLE TRAFFIC LAW,31,57,129,53,51,17,50,9,541
9551,102,RECKLESS DRIVING,71,35,45,73,63,34,45,44,862
9552,102,TRESPASS,199,137,142,149,146,168,117,169,1068
9553,102,UNINSPECTED VEHICLE,0,1,7,1,0,0,0,0,25
9554,102,UNINSURED VEHICLE,2,5,19,4,2,0,0,0,163
9555,102,UNREGISTERED VEHICLE,0,1,16,1,3,2,0,0,268
9556,102,URINATING IN PUBLIC,148,284,195,261,342,247,222,143,3477
9557,102,VENDOR: DISPLAY MERCHANDISE ON SIDEWALK,9,3,12,21,10,4,6,0,337
9558,102,VENDOR: UNLICENSED,160,53,42,91,60,65,61,11,638
9559,102,INDETERMINABLE,293,105,32,51,30,31,105,39,1503
9560,102,DEFECTIVE REFLECTOR,0,0,2,0,0,0,0,0,16
9561,102,FAILURE TO COMPLY WITH SIGN,162,399,168,145,227,104,575,235,3756
9562,102,HIGHWAY USE TAX (NEW YORK STATE),1,0,18,0,0,0,0,0,91
9563,102,NOISE (UNREASONABLE),108,166,102,58,46,49,130,58,2681
9564,102,OTHER PENAL LAW,20,6,4,11,2,5,2,4,288
9565,102,PARK REGULATIONS(LITTERING/POLLUTING/DUMPING/UNATTENDED PROPERTY),3,7,3,4,2,4,15,8,1061
9566,102,SALE/PURCHASE/USE OF ALCOHOL BY MINOR,42,18,5,41,41,24,25,4,305
9567,102,SPITTING IN PUBLIC,22,53,20,7,20,12,8,6,337
9568,102,UNLICENSED OPERATOR,1,2,10,0,0,0,0,0,41
9569,102,BICYCLE INFRACTION (COMMERCIAL),0,1,2,0,1,0,2,0,3180
9570,102,DOING BUS WITH OTHER NAME,0,0,0,0,1,0,0,0,24
9571,102,IMPROPER PLATES,0,0,1,0,0,0,0,0,65
9572,102,"KNIFE, ANY IN PUBLIC VIEW",14,9,3,9,25,6,8,6,342
9573,102,DISORDERLY PREMISE LICENSED TO SELL ALCOHOL,18,1,0,1,2,3,4,1,35
9574,102,FAIL TO COMPLY WITH ORDER,1,0,0,0,0,0,0,0,13
9575,102,FAIL TO COMPLY WITH TAXI LIMOUSINE COMMISSION REGULATIONS,6,3,5,1,4,0,0,1,683
9576,102,UNINSURED VEHICLES FOR HIRE,0,0,0,1,0,0,0,0,164
9577,102,OTHER PARK REGULATIONS,24,50,37,32,77,156,151,110,536
9578,102,ACCEPT ON HAIL,137,10,10,2,1,0,0,0,694
9579,102,UNDERAGE DRINKING,2,17,10,5,13,16,7,2,484
9580,102,NO TRIP SHEET,4,1,2,1,0,0,0,0,177
9581,102,POSSESSION OF KNIFE,9,6,1,7,1,2,2,1,67
9582,102,REVOKED REGISTRATION,0,1,0,6,17,1,0,1,139
9583,102,UNAUTHORIZED POSTING,3,1,3,0,1,0,0,0,133
9584,102,NO SECURITY GUARD LICENSE,0,2,0,5,2,6,2,1,66
9585,102,NOISE (DEVICE),30,5,10,3,3,1,0,2,376
9586,102,OTHER TAXI LIMOUSINE COMMISSION,2,1,1,3,0,2,9,0,279
9587,102,SALE OF ALCOHOL TO A MINOR,0,0,2,6,7,5,12,6,69
9588,102,VEHICLE IN PARK,0,4,2,5,1,3,0,4,623
9589,102,HARASSMENT 2,7,5,2,3,2,2,1,0,53
9590,102,NOISE (HORN/ALARM),13,1,4,6,3,1,4,2,121
9591,102,DISORDERLY PERSON IN PARK,0,2,1,4,5,22,16,3,104
9592,102,DOG: UNLEASHED,5,5,5,3,3,6,0,3,345
9593,102,DOG: UNLICENSED,2,0,0,2,3,0,0,2,272
9594,102,FAILURE TO SURRENDER LICENSE OR REGISTRATION,0,1,0,0,0,0,0,0,54
9595,102,OBSTRUCTED VIEW OF PREMISE,7,0,3,3,3,1,2,0,56
9596,102,OTHER ALCOHOL BEVERAGE CONTROL LAWS,53,23,45,34,9,22,20,14,293
9597,102,"UNAUTHORIZED SIGNS (TAXI, CAR SERVICE)",1,0,0,1,4,2,0,0,87
9598,102,UNLICENSED SALE OF ALCOHOL,0,0,1,1,1,2,1,1,100
9599,102,BICYCLE ON SIDEWALK,100,432,166,284,376,256,109,0,2730
9600,102,OTHER BUSINESS LAW,1,0,1,0,0,0,0,0,80
9601,102,UNLAWFULLY POSTING ADVERTISEMENTS,2,1,0,0,0,0,0,0,45
9602,102,BOX CUTTER,4,5,2,4,9,1,0,5,55
9603,102,LITTERNG,5,4,0,1,1,2,2,0,28
9604,102,SEX IN PARK,13,13,4,3,7,15,3,2,42
9605,102,VENDING: NO TAX STAMP,0,0,0,1,0,0,0,0,317
9606,102,FIREWORKS,25,23,71,8,4,6,19,0,72
9607,102,FAILURE TO YIELD TO PEDESTRIAN IN CROSSWALK,0,0,1,0,0,0,0,0,13
9608,102,FOOD PROTECTION/STORAGE/TRANSPORTATION,0,0,2,0,0,0,0,0,31
9609,102,UNLICENSED VEHICLE FOR HIRE,43,6,5,14,10,8,0,3,705
9610,102,ILLEGAL BOTTLE CLUB,2,0,1,0,0,0,1,0,106
9611,102,LOITERING (SEXUAL CONDUCT),4,1,0,0,0,0,0,0,6
9612,102,POSSESSION OF MACE,0,0,0,0,0,0,1,0,12
9613,102,VENDING ON PARKING METER,1,0,0,1,0,1,3,0,274
9614,102,UNLICENSED CABARET,0,0,0,0,0,0,0,1,98
9615,102,URINATE/DEFICATE IN PARK,0,3,1,1,1,2,2,1,88
9616,102,NO PREGNANCY WARNING SIGN,0,0,0,0,0,0,0,1,31
9617,102,JAYWALKING,6,9,8,1,0,0,3,18,324
